Estudiante_ID,Edad,Genero,Comuna,Nota_Matemáticas,Nota_Lenguaje,Nota_Ciencias
656,28,prefiero no decirlo,San Pedro,19,1,30
657,26,femenino,Coronel,65,47,87
658,19,prefiero no decirlo,Tomé,67,48,97
659,27,prefiero no decirlo,San Pedro,22,69,65
660,28,masculino,Tomé,32,52,38
661,27,femenino,San Pedro,43,27,39
662,28,prefiero no decirlo,Penco,81,66,32
663,22,femenino,Concepción,5,97,77
664,20,femenino,Concepción,13,98,9
665,25,prefiero no decirlo,San Pedro,94,50,44
666,27,femenino,Penco,35,15,57
667,22,masculino,Penco,8,57,41
668,29,masculino,Lota,5,50,67
669,21,prefiero no decirlo,Penco,34,95,73
670,19,femenino,Coronel,6,36,17
671,21,prefiero no decirlo,Lota,14,79,46
672,24,prefiero no decirlo,Lota,27,59,10
673,25,prefiero no decirlo,Tomé,75,10,48
674,28,masculino,Concepción,97,45,38
675,22,masculino,Penco,38,69,90
676,22,masculino,Tomé,10,5,6
677,22,prefiero no decirlo,Coronel,19,42,5
678,27,prefiero no decirlo,Concepción,80,65,69
679,26,masculino,Penco,7,47,36
680,24,masculino,Hualpén,22,90,34
681,29,prefiero no decirlo,Penco,8,82,37
682,27,masculino,Tomé,89,99,69
683,25,prefiero no decirlo,Arauco,42,23,49
684,20,femenino,Hualpén,21,97,28
685,26,femenino,Lota,40,24,46
686,21,femenino,Tomé,89,46,29
687,20,femenino,Concepción,26,8,37
688,18,masculino,Concepción,94,67,43
689,27,femenino,Lota,2,72,76
690,29,prefiero no decirlo,Arauco,18,53,63
691,23,prefiero no decirlo,Coronel,24,71,17
692,23,masculino,Arauco,81,67,72
693,27,femenino,Arauco,35,40,62
694,18,femenino,San Pedro,70,39,24
695,22,femenino,Lota,6,61,52
696,26,femenino,Hualpén,98,48,35
697,26,femenino,Lota,55,99,86
698,29,prefiero no decirlo,Lota,89,94,47
699,22,masculino,Concepción,32,66,62
700,26,masculino,Concepción,58,32,97
701,22,prefiero no decirlo,San Pedro,50,35,50
702,27,masculino,Arauco,4,51,66
703,23,masculino,Concepción,64,71,19
704,27,femenino,Tomé,37,27,7
705,26,prefiero no decirlo,San Pedro,55,38,98
706,20,prefiero no decirlo,Hualpén,70,27,2
707,22,prefiero no decirlo,Arauco,13,25,86
708,21,femenino,Penco,55,93,94
709,25,masculino,Penco,13,25,24
710,22,prefiero no decirlo,Tomé,1,43,42
711,21,prefiero no decirlo,Lota,6,94,87
712,20,masculino,Hualpén,39,52,35
713,25,masculino,San Pedro,54,68,83
714,23,prefiero no decirlo,Lota,8,66,15
715,29,masculino,Concepción,87,38,69
716,29,prefiero no decirlo,Concepción,93,56,48
717,18,prefiero no decirlo,Lota,58,28,35
718,27,masculino,Hualpén,69,40,10
719,28,prefiero no decirlo,Arauco,50,12,59
720,21,masculino,San Pedro,55,10,66
721,26,femenino,Arauco,35,91,71
722,19,masculino,Hualpén,23,31,17
723,18,prefiero no decirlo,San Pedro,63,2,11
724,24,femenino,Tomé,3,75,89
725,29,femenino,Tomé,91,46,76
726,29,masculino,Concepción,9,97,2
727,25,masculino,Hualpén,71,33,46
728,25,prefiero no decirlo,Hualpén,69,41,30
729,29,prefiero no decirlo,Lota,9,29,63
730,25,masculino,San Pedro,41,80,66
731,28,masculino,Coronel,13,52,33
732,28,prefiero no decirlo,Arauco,93,33,61
733,23,prefiero no decirlo,Hualpén,97,32,2
734,26,masculino,Hualpén,54,44,66
735,28,masculino,San Pedro,92,83,33
736,22,femenino,Tomé,57,1,69
737,29,masculino,Hualpén,66,17,4
738,21,femenino,Hualpén,18,34,33
739,26,prefiero no decirlo,Lota,15,6,16
740,18,femenino,Hualpén,26,76,84
741,25,masculino,San Pedro,42,23,4
742,23,prefiero no decirlo,Penco,16,99,38
743,20,femenino,Concepción,74,41,96
744,19,masculino,Penco,84,15,59
745,22,femenino,Lota,54,28,81
746,19,prefiero no decirlo,Arauco,93,98,85
747,28,femenino,Arauco,56,71,2
748,28,prefiero no decirlo,Coronel,9,90,10
749,27,masculino,Tomé,28,18,74
750,18,femenino,San Pedro,12,33,23
751,21,prefiero no decirlo,San Pedro,1,62,94
752,29,femenino,Concepción,74,27,39
753,19,prefiero no decirlo,Concepción,35,16,55
754,22,prefiero no decirlo,Lota,33,58,32
755,21,femenino,Penco,51,62,94
756,18,femenino,Arauco,39,18,5
757,27,prefiero no decirlo,Coronel,16,5,48
758,24,masculino,Hualpén,91,28,9
759,24,prefiero no decirlo,Lota,24,86,61
760,29,masculino,Hualpén,80,36,2
761,19,prefiero no decirlo,Concepción,14,99,73
762,20,masculino,Coronel,35,76,70
763,26,masculino,Hualpén,78,6,10
764,18,femenino,Penco,68,43,62
765,26,masculino,Tomé,75,59,80
766,22,femenino,Concepción,72,94,14
767,22,masculino,Penco,34,30,9
768,26,prefiero no decirlo,Arauco,9,68,32
769,20,masculino,Tomé,94,13,60
770,25,femenino,San Pedro,10,20,39
771,24,prefiero no decirlo,San Pedro,65,44,52
772,23,masculino,Coronel,31,51,77
773,22,femenino,Lota,47,29,80
774,25,femenino,Tomé,24,10,97
775,29,prefiero no decirlo,Lota,53,60,66
776,28,femenino,Arauco,24,87,24
777,25,masculino,Arauco,5,73,54
778,18,masculino,Arauco,13,86,39
779,24,femenino,Tomé,70,54,30
780,27,prefiero no decirlo,Lota,7,12,11
781,27,prefiero no decirlo,Lota,55,29,13
782,24,masculino,Hualpén,79,22,39
783,25,femenino,San Pedro,19,73,36
784,24,prefiero no decirlo,San Pedro,16,60,37
785,22,femenino,Penco,16,56,97
786,19,masculino,Lota,28,28,57
787,27,femenino,Arauco,62,11,22
788,24,prefiero no decirlo,Hualpén,96,27,28
789,23,masculino,San Pedro,39,78,58
790,21,prefiero no decirlo,Tomé,14,20,6
791,25,masculino,Tomé,62,29,87
792,27,prefiero no decirlo,San Pedro,12,39,79
793,20,femenino,Lota,81,7,97
794,18,femenino,Arauco,46,29,85
795,21,prefiero no decirlo,Concepción,10,81,99
796,27,prefiero no decirlo,Arauco,60,62,50
797,27,masculino,Coronel,8,34,44
798,29,prefiero no decirlo,Tomé,3,28,56
799,28,femenino,San Pedro,35,7,20
800,19,prefiero no decirlo,Tomé,81,60,35
801,19,masculino,Lota,64,57,40
802,27,prefiero no decirlo,Coronel,24,2,50
803,24,prefiero no decirlo,Tomé,29,72,91
804,26,prefiero no decirlo,Hualpén,16,11,94
805,18,prefiero no decirlo,Tomé,21,59,93
806,28,masculino,San Pedro,9,34,44
807,27,masculino,Lota,82,82,42
808,25,femenino,Tomé,7,31,95
809,22,masculino,Arauco,32,96,4
810,27,prefiero no decirlo,San Pedro,77,48,56
811,29,masculino,Lota,44,62,30
812,25,femenino,Hualpén,21,46,68
813,20,prefiero no decirlo,Penco,23,59,72
814,20,femenino,Penco,2,6,44
815,23,prefiero no decirlo,Arauco,79,69,72
816,21,prefiero no decirlo,Lota,59,7,15
817,19,masculino,Arauco,65,13,29
818,20,prefiero no decirlo,Coronel,20,88,13
819,26,prefiero no decirlo,Concepción,81,69,5
820,18,masculino,Concepción,73,52,40
821,27,prefiero no decirlo,Arauco,35,13,62
822,19,femenino,Concepción,31,76,25
823,23,masculino,Penco,42,81,44
824,27,masculino,San Pedro,15,67,65
825,22,femenino,Concepción,31,72,62
826,23,prefiero no decirlo,Hualpén,23,58,46
827,29,femenino,Arauco,56,40,95
828,29,prefiero no decirlo,Hualpén,4,81,10
829,22,masculino,Penco,94,69,4
830,19,masculino,Arauco,18,17,70
831,23,masculino,Tomé,17,61,45
832,18,femenino,Coronel,90,47,33
833,19,masculino,Arauco,55,63,73
834,24,femenino,Coronel,21,48,57
835,27,femenino,Lota,15,41,96
836,27,femenino,Hualpén,66,14,99
837,21,femenino,San Pedro,79,30,3
838,26,masculino,Tomé,10,64,94
839,22,prefiero no decirlo,Concepción,68,90,41
840,29,masculino,Lota,34,12,55
841,23,prefiero no decirlo,Lota,99,60,8
842,23,masculino,Coronel,52,78,80
843,26,prefiero no decirlo,Tomé,83,27,62
844,26,femenino,Penco,27,46,79
845,20,masculino,Hualpén,46,33,27
846,28,masculino,Lota,31,39,5
847,21,femenino,San Pedro,75,86,18
848,22,femenino,Arauco,80,92,11
849,18,femenino,Tomé,46,47,63
850,19,masculino,Hualpén,3,69,90
851,18,prefiero no decirlo,Hualpén,13,54,98
852,19,femenino,Concepción,98,20,48
853,27,prefiero no decirlo,Lota,34,42,2
854,19,masculino,Hualpén,53,12,34
855,29,femenino,Tomé,13,55,88
856,22,femenino,Coronel,18,33,49
857,26,femenino,Coronel,37,43,71
858,25,masculino,Penco,19,21,36
859,27,masculino,Arauco,21,2,35
860,23,masculino,Arauco,61,88,43
861,18,prefiero no decirlo,Penco,12,57,67
862,26,prefiero no decirlo,San Pedro,71,60,48
863,19,masculino,Hualpén,19,53,14
864,22,femenino,Arauco,65,6,1
865,27,masculino,Penco,63,24,20
866,23,femenino,Lota,71,19,88
867,25,prefiero no decirlo,Lota,63,5,39
868,26,masculino,Concepción,18,42,78
869,23,prefiero no decirlo,Tomé,3,93,53
870,24,femenino,Penco,96,86,7
871,27,prefiero no decirlo,San Pedro,50,60,85
872,23,femenino,Coronel,30,26,8
873,26,masculino,Coronel,14,42,59
874,22,prefiero no decirlo,Tomé,54,67,81
875,24,masculino,Lota,38,70,77
876,23,masculino,Arauco,46,29,30
877,21,prefiero no decirlo,Concepción,17,96,71
878,25,prefiero no decirlo,San Pedro,12,19,13
879,27,prefiero no decirlo,Tomé,77,75,83
880,27,masculino,Hualpén,76,35,76
881,18,masculino,Penco,35,57,49
882,25,masculino,Hualpén,50,4,23
883,29,femenino,Arauco,85,68,55
884,21,femenino,Hualpén,75,61,92
885,24,prefiero no decirlo,Coronel,41,53,2
886,24,prefiero no decirlo,Penco,22,15,10
887,23,prefiero no decirlo,Penco,47,4,88
888,25,prefiero no decirlo,Coronel,83,68,19
889,24,prefiero no decirlo,San Pedro,79,79,92
890,22,femenino,Arauco,14,21,57
891,22,femenino,Hualpén,14,52,33
892,26,masculino,San Pedro,35,51,10
893,22,masculino,Penco,92,87,4
894,22,femenino,Lota,83,50,91
895,20,prefiero no decirlo,Penco,74,66,11
896,28,prefiero no decirlo,Coronel,66,74,69
897,26,masculino,Hualpén,95,3,24
898,26,femenino,Tomé,32,91,59
899,22,masculino,Coronel,72,72,87
900,27,masculino,Lota,66,91,74
901,28,masculino,Tomé,24,5,39
902,19,femenino,Arauco,43,4,8
903,18,prefiero no decirlo,Arauco,45,64,71
904,23,femenino,San Pedro,57,91,63
905,18,masculino,San Pedro,14,22,20
906,20,prefiero no decirlo,Hualpén,17,74,9
907,18,femenino,Concepción,90,85,63
908,19,femenino,Lota,69,15,63
909,18,masculino,Coronel,14,55,70
910,24,prefiero no decirlo,Penco,91,59,21
911,29,femenino,Coronel,3,96,95
912,22,masculino,Penco,45,56,65
913,19,femenino,Coronel,76,65,75
914,25,femenino,Coronel,89,91,95
915,29,masculino,Coronel,89,59,97
916,18,femenino,Concepción,39,84,12
917,25,masculino,Concepción,74,73,39
918,25,masculino,Lota,99,15,14
919,21,prefiero no decirlo,Arauco,83,75,99
920,18,masculino,Arauco,27,56,67
921,24,masculino,Hualpén,95,54,83
922,18,femenino,Coronel,62,18,19
923,26,prefiero no decirlo,Tomé,44,64,7
924,27,masculino,Tomé,93,46,8
925,24,masculino,Lota,53,39,94
926,28,masculino,Hualpén,57,66,46
927,20,femenino,Penco,64,42,52
928,21,femenino,Coronel,32,79,62
929,21,femenino,Penco,19,6,25
930,26,prefiero no decirlo,Lota,2,45,57
931,23,prefiero no decirlo,Tomé,88,54,27
932,26,femenino,Hualpén,11,32,95
933,20,masculino,Tomé,22,15,22
934,23,prefiero no decirlo,Tomé,74,61,89
935,20,masculino,Lota,70,20,24
936,20,masculino,Arauco,47,51,26
937,25,prefiero no decirlo,Lota,1,53,70
938,18,prefiero no decirlo,Arauco,1,45,96
939,29,femenino,Tomé,20,96,24
940,21,femenino,Penco,15,4,55
941,26,prefiero no decirlo,San Pedro,41,61,60
942,27,femenino,Coronel,8,93,8
943,27,masculino,Penco,18,65,81
944,29,masculino,Tomé,54,52,33
945,18,prefiero no decirlo,Lota,38,22,72
946,20,femenino,Lota,65,93,47
947,23,prefiero no decirlo,Coronel,95,80,49
948,24,prefiero no decirlo,San Pedro,13,47,11
949,29,prefiero no decirlo,Hualpén,90,73,72
950,29,masculino,Penco,86,89,56
951,24,masculino,Concepción,87,88,98
952,26,femenino,Hualpén,21,56,78
953,25,masculino,Lota,98,36,16
954,22,masculino,Coronel,60,29,95
955,20,femenino,Tomé,11,39,66
956,28,femenino,Concepción,10,76,21
957,23,masculino,San Pedro,4,48,22
958,25,prefiero no decirlo,Tomé,74,51,29
959,22,prefiero no decirlo,Lota,65,22,59
960,21,masculino,Tomé,77,62,88
961,19,prefiero no decirlo,Coronel,85,82,89
962,18,femenino,Hualpén,21,93,43
963,29,prefiero no decirlo,Penco,17,40,31
964,21,masculino,Coronel,39,64,94
965,19,masculino,Concepción,23,57,53
966,25,femenino,Coronel,61,50,43
967,24,prefiero no decirlo,San Pedro,82,66,80
968,19,masculino,Lota,65,86,65
969,20,prefiero no decirlo,Tomé,67,57,42
970,20,prefiero no decirlo,San Pedro,45,86,17
971,23,femenino,Coronel,13,6,49
972,29,masculino,Lota,8,79,58
973,22,prefiero no decirlo,Hualpén,59,2,61
974,18,prefiero no decirlo,Concepción,59,58,84
975,28,femenino,Hualpén,96,81,69
976,27,femenino,Coronel,5,10,81
977,26,masculino,Coronel,31,82,27
978,19,masculino,Lota,37,91,34
979,24,femenino,Concepción,59,59,91
980,21,prefiero no decirlo,Arauco,32,92,53
981,23,prefiero no decirlo,Coronel,84,73,80
982,23,femenino,Hualpén,82,52,92
983,19,masculino,Arauco,73,53,31
984,19,prefiero no decirlo,Penco,24,13,31
985,19,femenino,Tomé,8,37,97
986,22,prefiero no decirlo,Arauco,18,22,83
987,27,femenino,Arauco,75,67,48
988,23,masculino,Lota,92,11,92
989,20,masculino,Coronel,55,15,12
990,28,prefiero no decirlo,Hualpén,15,26,36
991,24,prefiero no decirlo,Hualpén,92,27,61
992,19,prefiero no decirlo,Concepción,51,44,71
993,29,masculino,Tomé,79,44,17
994,28,masculino,Lota,44,96,80
995,18,femenino,Arauco,6,81,19
996,18,femenino,Tomé,85,85,50
997,28,femenino,Lota,96,95,34
998,24,masculino,Coronel,41,83,6
999,22,femenino,Hualpén,36,15,56
1000,23,femenino,Hualpén,49,18,59
1001,23,femenino,Coronel,25,59,14
1002,26,masculino,Lota,6,28,93
1003,25,prefiero no decirlo,Tomé,69,84,23
1004,29,prefiero no decirlo,San Pedro,9,7,74
1005,20,prefiero no decirlo,Coronel,52,1,8
1006,27,femenino,San Pedro,74,9,20
1007,21,femenino,Penco,35,88,95
1008,20,prefiero no decirlo,Concepción,66,21,25
1009,28,femenino,Penco,33,47,70
1010,23,prefiero no decirlo,San Pedro,98,55,75
1011,24,prefiero no decirlo,Coronel,23,26,42
1012,23,masculino,Arauco,8,48,70
1013,22,prefiero no decirlo,Hualpén,92,27,63
1014,27,femenino,Concepción,98,51,40
1015,20,masculino,Concepción,81,22,88
1016,27,prefiero no decirlo,Tomé,7,21,69
1017,18,masculino,Lota,74,30,10
1018,20,femenino,Concepción,75,72,49
1019,26,masculino,Hualpén,5,4,29
1020,29,femenino,Tomé,73,66,59
1021,23,femenino,San Pedro,41,98,67
1022,26,femenino,Penco,81,18,92
1023,18,prefiero no decirlo,Coronel,78,76,81
1024,25,prefiero no decirlo,Coronel,10,35,63
1025,21,prefiero no decirlo,Lota,93,85,60
1026,26,prefiero no decirlo,Tomé,52,61,62
1027,23,prefiero no decirlo,Arauco,14,36,97
1028,18,prefiero no decirlo,Coronel,28,56,38
1029,19,femenino,Arauco,75,18,53
1030,22,femenino,San Pedro,93,78,68
1031,27,femenino,Arauco,8,49,81
1032,24,prefiero no decirlo,Coronel,28,80,38
1033,27,prefiero no decirlo,Coronel,8,23,39
1034,29,masculino,Hualpén,85,65,63
1035,20,prefiero no decirlo,Concepción,4,89,48
1036,22,masculino,Tomé,10,90,21
1037,24,femenino,San Pedro,52,70,11
1038,28,prefiero no decirlo,Arauco,78,87,56
1039,28,masculino,Penco,4,50,34
1040,18,prefiero no decirlo,Coronel,22,90,52
1041,27,prefiero no decirlo,Arauco,67,66,4
1042,21,masculino,San Pedro,24,29,42
1043,27,prefiero no decirlo,Hualpén,15,87,73
1044,27,masculino,Hualpén,15,97,91
1045,21,masculino,San Pedro,37,92,59
1046,25,masculino,Hualpén,57,59,88
1047,24,masculino,San Pedro,20,97,75
1048,20,masculino,Penco,95,7,34
1049,29,femenino,Lota,53,77,65
1050,27,femenino,Coronel,86,57,19
1051,20,masculino,Coronel,99,58,73
1052,24,prefiero no decirlo,Arauco,76,53,22
1053,23,masculino,Penco,61,46,26
1054,22,prefiero no decirlo,Penco,9,32,20
1055,24,femenino,Lota,8,49,78
1056,24,femenino,Hualpén,35,98,69
1057,20,femenino,Arauco,15,10,30
1058,24,femenino,Tomé,44,11,13
1059,29,masculino,Tomé,92,98,70
1060,24,masculino,Lota,88,93,52
1061,22,femenino,Tomé,80,43,75
1062,26,femenino,Arauco,47,81,26
1063,19,prefiero no decirlo,Tomé,46,75,20
1064,22,prefiero no decirlo,Hualpén,97,79,34
1065,22,masculino,Hualpén,77,30,49
1066,26,masculino,Hualpén,45,43,47
1067,24,masculino,Coronel,70,82,29
1068,29,masculino,Lota,64,43,9
1069,25,femenino,Penco,76,68,35
1070,24,femenino,Hualpén,72,4,29
1071,25,femenino,San Pedro,1,38,72
1072,26,prefiero no decirlo,Arauco,46,93,15
1073,21,femenino,Hualpén,13,68,75
1074,21,masculino,Coronel,5,25,16
1075,26,femenino,Arauco,12,64,76
1076,25,femenino,Arauco,73,98,7
1077,28,prefiero no decirlo,Coronel,95,96,94
1078,24,femenino,Hualpén,6,15,62
1079,22,prefiero no decirlo,Lota,23,11,30
1080,23,femenino,Coronel,20,31,52
1081,27,femenino,Penco,35,63,10
1082,24,prefiero no decirlo,San Pedro,6,40,15
1083,22,masculino,Tomé,6,96,40
1084,25,prefiero no decirlo,San Pedro,91,41,40
1085,18,femenino,Hualpén,96,8,91
1086,24,femenino,Tomé,68,91,48
1087,20,prefiero no decirlo,San Pedro,53,3,46
1088,24,prefiero no decirlo,Coronel,9,31,62
1089,29,femenino,Lota,86,83,3
1090,24,femenino,Concepción,95,42,73
1091,23,masculino,Arauco,54,25,38
1092,24,masculino,Tomé,18,1,35
1093,24,femenino,Hualpén,88,54,2
1094,23,femenino,Lota,52,3,91
1095,29,masculino,Coronel,58,71,46
1096,22,femenino,Coronel,99,53,24
1097,24,masculino,Hualpén,80,30,56
1098,26,prefiero no decirlo,Tomé,85,33,21
1099,28,prefiero no decirlo,Tomé,90,15,12
1100,23,femenino,San Pedro,33,98,43
1101,25,prefiero no decirlo,Concepción,72,69,33
1102,29,masculino,Lota,10,20,13
1103,26,masculino,Tomé,74,74,26
1104,23,masculino,Lota,15,44,36
1105,20,masculino,Penco,66,46,22
1106,26,femenino,Arauco,53,43,92
1107,29,femenino,Lota,33,1,33
1108,27,femenino,Lota,29,79,7
1109,24,masculino,Penco,47,30,53
1110,27,masculino,Coronel,70,14,97
1111,27,masculino,Coronel,36,47,16
1112,22,masculino,San Pedro,1,62,21
1113,20,prefiero no decirlo,Tomé,56,13,27
1114,18,prefiero no decirlo,Tomé,95,24,78
1115,28,prefiero no decirlo,Lota,24,11,50
1116,27,prefiero no decirlo,Hualpén,82,32,97
1117,18,femenino,Arauco,39,50,80
1118,21,prefiero no decirlo,Concepción,95,94,26
1119,18,femenino,Concepción,49,15,84
1120,22,prefiero no decirlo,Tomé,48,92,16
1121,19,masculino,Arauco,54,11,99
1122,28,masculino,Penco,40,33,45
1123,18,masculino,Concepción,69,4,14
1124,28,masculino,Hualpén,80,64,42
1125,18,masculino,Penco,94,41,83
1126,28,masculino,Arauco,31,69,96
1127,29,masculino,Arauco,18,41,64
1128,29,prefiero no decirlo,Coronel,14,2,2
1129,23,femenino,Lota,17,41,46
1130,28,femenino,Lota,23,54,58
1131,19,femenino,Hualpén,78,44,46
1132,25,masculino,San Pedro,22,30,8
1133,25,masculino,Arauco,71,88,36
1134,28,prefiero no decirlo,San Pedro,97,80,89
1135,29,masculino,Concepción,83,75,94
1136,28,femenino,Arauco,59,53,15
1137,28,masculino,Concepción,94,55,23
1138,28,prefiero no decirlo,Concepción,94,87,99
1139,28,masculino,Tomé,1,16,41
1140,25,femenino,Lota,2,46,50
1141,18,masculino,Hualpén,90,74,4
1142,26,masculino,Lota,21,7,50
1143,18,femenino,Tomé,62,96,79
1144,27,masculino,Concepción,12,5,66
1145,18,masculino,Arauco,91,58,45
1146,28,prefiero no decirlo,Coronel,83,56,22
1147,24,femenino,Hualpén,53,43,94
1148,29,prefiero no decirlo,Tomé,21,31,83
1149,19,prefiero no decirlo,San Pedro,78,57,99
1150,18,femenino,Concepción,56,44,9
1151,20,prefiero no decirlo,Tomé,70,43,18
1152,27,prefiero no decirlo,San Pedro,44,9,33
1153,19,masculino,Arauco,66,40,23
1154,24,prefiero no decirlo,Tomé,26,64,30
1155,18,femenino,Lota,4,86,47
1156,22,prefiero no decirlo,Lota,98,79,77
1157,27,prefiero no decirlo,Lota,29,99,52
1158,20,prefiero no decirlo,Arauco,69,25,80
1159,18,prefiero no decirlo,Lota,23,29,63
1160,29,femenino,Concepción,76,69,28
1161,23,masculino,Lota,1,86,40
1162,20,masculino,Coronel,61,69,88
1163,23,femenino,Lota,8,44,25
1164,28,masculino,Arauco,11,80,94
1165,22,masculino,Hualpén,50,14,54
1166,18,masculino,Lota,94,50,50
1167,29,masculino,Hualpén,18,44,59
1168,28,prefiero no decirlo,San Pedro,76,64,67
1169,28,prefiero no decirlo,Lota,94,39,13
1170,18,femenino,Lota,97,83,98
1171,29,femenino,Arauco,21,42,92
1172,28,masculino,San Pedro,56,78,81
1173,19,prefiero no decirlo,Arauco,26,64,64
1174,29,femenino,Concepción,96,58,95
1175,29,prefiero no decirlo,Arauco,75,64,37
1176,22,masculino,San Pedro,60,55,71
1177,29,prefiero no decirlo,Concepción,16,59,53
1178,27,femenino,San Pedro,19,49,89
1179,21,femenino,Hualpén,16,53,18
1180,18,masculino,Arauco,4,3,20
1181,23,prefiero no decirlo,Concepción,74,60,48
1182,19,prefiero no decirlo,Coronel,34,60,74
1183,27,femenino,Hualpén,87,91,19
1184,21,masculino,Hualpén,76,19,71
1185,22,masculino,Coronel,6,40,54
1186,29,masculino,Lota,45,53,73
1187,21,prefiero no decirlo,Coronel,29,32,83
1188,20,masculino,Hualpén,18,88,92
1189,28,femenino,Penco,36,36,38
1190,22,prefiero no decirlo,Lota,30,36,18
1191,25,masculino,San Pedro,93,50,47
1192,29,femenino,Concepción,48,92,65
1193,29,masculino,Concepción,28,10,6
1194,29,femenino,Arauco,49,73,11
1195,19,femenino,Hualpén,94,16,11
1196,19,masculino,Penco,41,30,8
1197,25,masculino,Concepción,91,20,1
1198,28,femenino,Concepción,16,12,95
1199,28,masculino,San Pedro,65,14,59
1200,27,prefiero no decirlo,Arauco,84,25,71
1201,28,prefiero no decirlo,Lota,36,19,59
1202,18,masculino,Concepción,38,41,80
1203,21,masculino,Hualpén,51,49,86
1204,24,femenino,Penco,66,11,16
1205,21,masculino,Arauco,91,79,68
1206,21,femenino,Concepción,67,39,43
1207,27,femenino,Tomé,24,86,84
1208,28,femenino,Hualpén,35,63,84
1209,21,femenino,Tomé,9,41,56
1210,27,femenino,Arauco,3,84,61
1211,21,prefiero no decirlo,Penco,36,55,56
1212,21,femenino,Tomé,28,66,87
1213,25,prefiero no decirlo,Coronel,19,47,20
1214,25,femenino,Tomé,28,99,20
1215,24,femenino,Hualpén,84,23,60
1216,19,masculino,Tomé,7,13,15
1217,20,masculino,Hualpén,92,95,9
1218,23,masculino,Hualpén,51,34,30
1219,26,masculino,Coronel,47,58,96
